"elementor-widget-container href","attachment-medium src","elementor-heading-title","elementor-heading-title 2","elementor-heading-title href","DL Beschreibung","Data-Labeling-Bedarf","Bedarf – Begründung","Geschäftsführung","Gefundene E-Mails","GF-Mail (belegt/rekonstruiert)","Impressum-Quelle/Hinweis"
"https://aiconsult.group/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-33-300x300.png","Consulting","AI CONSULT GmbH","https://aiconsult.group/","• Implementierung von KI-Agenten für Telefon, E-Mail und Chat
• End-to-End-Prozessautomatisierung (Auftrag, Dokumente, Onboarding, Rechnung)
• Multi-Agenten-Systeme für komplexe Workflows
• Strategische Beratung und Use-Case-Auswahl","Nein","Reiner Implementierungspartner mit marktreifen Lösungen, kein Modelltraining.","","","",""
"https://aihealthsystems.de/","https://ki-verband.de/wp-content/uploads/2025/11/ai_health_systems_gmbh-300x300.png","Healthcare & Life Sciences","AI Health Systems GmbH","https://aihealthsystems.de/","• Entwicklung, Implementierung und Wartung von Softwarelösungen im Bereich digitale Gesundheit / KI in der Medizin
• Beratung im Gesundheitssektor
• Präsenz auf Digital-Health-Konferenzen (z. B. DMEA)","Vielleicht","Medizinische KI-Software könnte gelabelte klinische Daten benötigen; konkretes Produkt aber unklar (Website nicht verfügbar).","","","","Impressum nicht erreichbar (SPA, kein Inhalt im Quelltext)"
"https://www.ki-marktplatz.com/","https://ki-verband.de/wp-content/uploads/2025/11/ai_marketplace_gmbh-300x300.png","Product & Process Development","AI Marketplace GmbH","https://www.ki-marktplatz.com/","• Digitale Plattform für KI-Lösungen in Engineering und Produktentwicklung
• Use-Case-Identifikation, -Bewertung und -Rollout
• KI-Assistenten für Architektur und Anforderungen
• Auswahl und Integration bestehender Foundation Models","Vielleicht","Plattform-/Integrationsansatz mit Prototyping; nutzt fremde Foundation Models, mögliche domänenspezifische Datenaufbereitung.","Ruslan Bernijazov; Rik Rasor","info@ki-marktplatz.com","","Impressum (Vertreten durch); nur generische info@-Adresse"
"https://www.ainetzwerk.de/","https://ki-verband.de/wp-content/uploads/2025/11/ai_netzwerk_dach-300x300.png","Sonstiges","AI Netzwerk DACH","https://www.ainetzwerk.de/","• Deutschsprachige Community-Plattform für KI
• Mitgliedschaft mit Zugang zu über 1.100 Mitgliedern
• Calls und Kurse zu aktuellen KI-Themen
• Netzwerken und Support rund um KI","Nein","Community-/Netzwerk-Anbieter ohne eigene KI-Entwicklung.","","","",""
"https://ai-prosolution.com/","https://ki-verband.de/wp-content/uploads/2025/11/ai_pro_solution_ug-300x300.png","Company Builder & Ökosystem","ai Pro Solution UG (haftungsbeschränkt)","https://ai-prosolution.com/","• KI-Integrationsberatung für KMU von der Erstberatung bis zur Umsetzung
• Strategische Planung und Digitalisierung/Automatisierung von Geschäftsprozessen
• Kontinuierlicher Wissenstransfer und Schulung","Nein","Reine KI-Integrationsberatung für KMU ohne eigene Modellentwicklung.","","","",""
"https://www.aishepherds.com/de/home-page-deutsch/","https://ki-verband.de/wp-content/uploads/2025/11/ai_shepherd-300x300.png","Transport & Mobility","AI Shepherds GmbH","https://www.aishepherds.com/de/home-page-deutsch/","• KI-Beratung für Automobil- und Mobilitätsunternehmen
• Fokusfelder: Vehicle Engineering, Manufacturing, Smart Quality, E-Mobility
• KI-Use-Case-Workshops und Strategieentwicklung nach Reifegraden","Vielleicht","KI-Beratung mit möglicher Implementierung, aber keine klar eigenen Modelle.","Albert Pujol","hello@aishepherds.com; sales@aishepherds.com","","Impressum (/de/impressum, Vertretungsberechtigt); nur generische Adressen"
"https://www.aistrategyinstitute.com/","https://ki-verband.de/wp-content/uploads/2025/11/ai_strategy_institute-300x300.png","Consulting","AI Strategy Institute","https://www.aistrategyinstitute.com/","• KI-Strategieberatung und Roadmaps für Unternehmen
• KI-Schulungen und Academy-Kurse
• AI-Accelerator-Programm für KMU und Startups","Nein","Reine Beratung, Schulung und Marktforschung ohne eigene Modelle.","","","",""
"https://aisuperior.com/","https://ki-verband.de/wp-content/uploads/2025/11/ai_superioir-300x300.png","IT & Security","AI Superior GmbH","https://aisuperior.com/","• End-to-end Entwicklung maßgeschneiderter KI-Software
• Lösungen in Computer Vision, NLP und Predictive Analytics
• LLM-Entwicklung und eigenes Produkt (AiSuperiorGPT), F&E","Ja","Entwickelt eigene Computer-Vision-, NLP- und LLM-Modelle.","Sergey Sukhanov; Ivan Tankoyeu","info@aisuperior.com","","Imprint (/imprint, Represented by); Mail aus Cloudflare-Schutz dekodiert, nur info@"
"https://www.ai-tc.de/","https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-3-300x300.png","AI Techstack","AI Techno Center GmbH","https://www.ai-tc.de/","• KI-Chatbots und Conversational Agents für Kundeninteraktion
• Autonome KI-Agenten und Voice-Agents zur Prozessautomatisierung
• Integration in bestehende CRM-/ERP-Systeme","Vielleicht","Baut KI-Agenten, aber überwiegend auf bestehenden Modellen; eigenes Finetuning unklar.","Svetlana Badak","support@ai-tc.de","","Impressum; nur generische support@-Adresse"
"https://aiti.ai/","https://ki-verband.de/wp-content/uploads/2025/11/ai_transformation_institut-300x300.png","Consulting","AI Transformation Institute (SCP.AI GmbH)","https://aiti.ai/","• KI-Schulungen und Kurse (eLearning, Online, Präsenz)
• KI-Strategieberatung, auch für Gesundheitswesen und Vertrieb
• DFKI-Spin-Off als Brücke zwischen Forschung und Praxis","Nein","Reine Bildung und Strategieberatung ohne eigene Modellentwicklung.","","","",""
"https://www.ai-omatic.com/","https://ki-verband.de/wp-content/uploads/2025/11/ai_omatic_solutions-300x300.png",",","AI & Machine Learning","https://www.ai-omatic.com/","• KI-gestützte Predictive-Maintenance-Software für Maschinen
• Anomalieerkennung aus Sensor- und Prozessdaten in Echtzeit
• Retrofit-Lösungen mit Sensorik (Plug & Play)","Ja","Entwickelt eigene ML-Modelle zur Anomalieerkennung auf Maschinendaten.","Lena Weirauch","info@ai-omatic.com","","Impressum (Vertreten durch); nur generische info@-Adresse"
"https://aidopt.eu/","https://ki-verband.de/wp-content/uploads/2025/11/ai.dopt-300x300.png","AI & Machine Learning","ai.dopt GmbH","https://aidopt.eu/","• Software zur Bewertung von KI-Anwendungsfällen nach Aufwand/Nutzen
• Priorisierung, Implementierung und Monitoring von KI-Modellen
• Sicherstellung von KI-Compliance (Ruhr-Uni-Spin-Off)","Nein","KI-Governance- und Compliance-Software, keine eigene Modellentwicklung.","","","",""
"https://aiworx.ai/","https://ki-verband.de/wp-content/uploads/2025/11/ai.worx_ug-300x300.png","Consulting","Ai.Worx UG","https://aiworx.ai/","• Automatisierung wiederkehrender Aufgaben für den Mittelstand
• Chatbots und Telefonassistenten für Customer Service
• Content-Erstellung (Video, Bild, Audio) und Datenanalyse-Reportings","Vielleicht","Integriert und passt bestehende KI-Technologien an; eigenes Training unklar.","Maximilian Glas","contact@aiworx.ai","","Impressum (/imprint); nur generische contact@-Adresse; laut Impressum Ai.Worx GmbH"
"https://ai2connect-do.com/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-19-300x300.png","Logistics","AI2Connect GmbH","https://ai2connect-do.com/","• Multi-Agenten-KI-Systeme für die Logistik
• AI2RampOptimizer: Verladeplanung per Reinforcement Learning
• AI2OrderAgent für automatisiertes Angebotsmanagement","Ja","Entwickelt eigene Reinforcement-Learning-Modelle und autonome Multi-Agenten-Systeme.","","","","Impressum nicht erreichbar (SPA, kein Inhalt im Quelltext)"
"https://aicentive.com/","https://ki-verband.de/wp-content/uploads/2025/11/aicentive-300x300.png","Consulting","AiCentive GmbH","https://aicentive.com/","• Individuelle KI-Systeme und Softwareentwicklung
• RPA und Prozessautomatisierung für den Mittelstand
• Machine Learning und Integration selbstlernender Algorithmen","Vielleicht","Bietet individuelle ML-Entwicklung an, Umfang eigener Modelle jedoch unklar.","","mail@aicentive.com","","SPA; nur mail@aicentive.com im Quelltext belegt, GF nicht ermittelbar"
"https://www.aiconix.ai/","https://ki-verband.de/wp-content/uploads/2025/11/aiconix-300x300.png",",","AI Techstack","https://www.aiconix.ai/","• KI-Analyse und Verarbeitung audiovisueller Inhalte
• Live-Transkription, Speech-to-Text und Gesichtserkennung
• DeepVA-Plattform (Computer Vision/ML) für Medien und Behörden","Ja","Entwickelt eigene Computer-Vision- und Spracherkennungsmodelle.","","","","Impressum nicht erreichbar (SPA, kein Inhalt im Quelltext)"
"https://www.aicx.de/","https://ki-verband.de/wp-content/uploads/2025/11/aicx._gmbh-300x300.png","AI Techstack","aicx. GmbH","https://www.aicx.de/","• KI-Beratung und Einführung von KI-Agenten (z.B. Oskar)
• HEART-Plattform zum sicheren Betrieb in Deutschland/EU
• Integration bestehender LLMs (OpenAI, Google, Anthropic) in Workflows","Nein","Nutzt und integriert bestehende LLMs ohne eigene Modellentwicklung.","","","",""
"https://www.aiio.de/","https://ki-verband.de/wp-content/uploads/2025/11/aiio_gmbh-300x300.png","AI Techstack","aiio GmbH","https://www.aiio.de/","• Prozessmanagement-SaaS mit KI-Automatisierung
• Prozess-Staubsauger: Extraktion von Prozesswissen aus Dokumenten
• KI-Optimierungs-Agent (Agentic Process Intelligence)","Vielleicht","Setzt Agentic AI ein, baut aber wohl auf bestehenden Modellen auf.","Dr. Christian Graup; Knut Köchli; Jobst von Heintze; Lars Bendler","info@aiio.de","","Impressum (Vertretungsberechtigte); nur generische info@-Adresse"
"https://www.aimpower.ai/","https://ki-verband.de/wp-content/uploads/2025/11/aimpower-300x300.png",",","Research & Education","https://www.aimpower.ai/","• AI-Effectiveness-Plattform zur Vorhersage von Marketingwirkung
• Spezialisierte KI-Apps für TV, Social, OOH, Verpackung u.a.
• Neurowissenschaftliche Modelle (mit Caltech co-entwickelt)","Ja","Entwickelt eigene neurowissenschaftliche Vorhersagemodelle.","Peter Krause; Dr. Christian Scheier","contact@brainsuite.ai","","Impressum/Legal Notice; nur generische contact@-Adresse (brainsuite.ai)"
"https://www.ainovate.com/","https://ki-verband.de/wp-content/uploads/2025/11/ainovate-300x300.png","Data & Analytics","Ainovate GmbH","https://www.ainovate.com/","• Data-Science- und KI-Beratung mit Strategie und Umsetzung
• Individuelle ML- und Deep-Learning-Modelle, Forecasting, Predictive Maintenance
• Eigenes Produkt 24Leads zur KI-gestützten Lead-Generierung","Ja","Entwickelt individuelle ML- und Deep-Learning-Modelle für Kunden.","Dr. Kay Stankov","info@ainovate.com","","Impressum: GF Dr. Kay Stankov. Nur generische Mail info@ainovate.com belegt, kein persoenliches Muster."
"https://aiqube.com/","https://ki-verband.de/wp-content/uploads/2025/11/aiqube_gmbh-300x300.png","Consulting","AIQube GmbH","https://aiqube.com/","• IT-Management-Outsourcing und CIO-as-a-Service
• KI-Strategie und digitale Transformation für den Mittelstand
• IT-Security, Compliance und Prozessautomatisierung","Nein","IT-Strategie- und Managementberatung, integriert nur bestehende KI.","","","",""
"https://aitad.de/","https://ki-verband.de/wp-content/uploads/2025/11/aitad-300x300.png","Product & Process Development","AITAD GmbH","https://aitad.de/","• Embedded-AI und intelligente Sensorkomponenten
• Predictive Maintenance sowie Gesten-, Sprach- und Objekterkennung
• Full-Stack-Entwicklung serienreifer dezentraler KI-Hardware","Ja","Entwickelt eigene Embedded-KI-Modelle inkl. Objekt- und Spracherkennung.","Viacheslav Gromov","info@aitad.de","","Impressum: Vertreten durch Viacheslav Gromov. Nur info@aitad.de belegt."
"https://www.aixbrain.de/","https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-37-300x300.png","AI Techstack","aiXbrain GmbH","https://www.aixbrain.de/","• Entwicklung und Betrieb von KI-Agenten für Produktionsumgebungen
• MachineGPT für dialogbasierten Maschinenzugriff
• Dataray: domänenspezifische Modelle für Predictive Maintenance/Qualität","Ja","Entwickelt eigene domänenspezifische Modelle für die Industrie.","Dr. Alexander Engels, Dr. Simon Goertzen","kontakt@aixbrain.de","","Impressum: GF Dr. Alexander Engels und Dr. Simon Goertzen. Nur kontakt@aixbrain.de belegt."
"https://www.aixioom.ai/","https://ki-verband.de/wp-content/uploads/2025/11/aixioom-300x300.png",",","Consulting","https://www.aixioom.ai/","• KI-Lösungen und KI-Beratung für Unternehmen
• Entwicklung und Implementierung von Software und Algorithmen
• Datengetriebene mathematisch-statistische Modelle zur Prozess-/Produktverbesserung
• Kleines IT-Dienstleister-Team (Großostheim, gegr. 2021)","Vielleicht","Entwickelt Algorithmen und datengetriebene Modelle mit Implementierung; Labeling-Bedarf je nach Projekt moeglich, aber ueberwiegend Beratung/Softwareentwicklung.","","","","Seite leitet auf aixioom.de um; Impressum ist JS-gerendert, kein Inhalt (GF/Mail) via curl/WebFetch auslesbar."
"https://aleph-alpha.de/index.html?language=de","https://ki-verband.de/wp-content/uploads/2025/11/aleph_alpha-300x300.png","IT & Security","Aleph Alpha GmbH","https://aleph-alpha.de/index.html?language=de","• Anbieter souveraener KI/LLMs fuer Unternehmen, Behoerden und Verteidigung
• Luminous-Sprachmodellfamilie und PhariaAI-Enterprise-Plattform
• On-Premise/EU-Rechenzentren, Fokus KRITIS und Datensouveraenitaet
• Erklaerbare, DSGVO-konforme KI made in Europe","Ja","Foundation-Model-/LLM-Anbieter, der eigene Sprachmodelle trainiert; hoher Bedarf an Trainings-, Annotations- und Reasoning-Daten.","Reto Spoerri, Ilhan Scheer","privacy@aleph-alpha.com","","Impressum unter aleph-alpha.com (Aleph Alpha GmbH, Heidelberg): Vertreten durch Reto Spoerri und Ilhan Scheer. Nur privacy@aleph-alpha.com belegt."
"https://www.alexanderthamm.com/de/","https://ki-verband.de/wp-content/uploads/2025/11/Logos-Website-10-300x300.png","Consulting","Alexander Thamm GmbH","https://www.alexanderthamm.com/de/","• Inhabergefuehrte Beratung fuer Daten und Kuenstliche Intelligenz
• Data Strategy, Data Lab (ML/GenAI/Agentic AI), Data Factory, Data Ops
• Ueber 500 Mitarbeiter, 3.500+ Daten-/KI-Projekte
• Fokus MLOps, KI-Governance, EU AI Act, DAX-/Mittelstandskunden","Vielleicht","KI-Beratung mit technischer Implementierung, ML/GenAI und Finetuning; im Rahmen von Kundenprojekten kann Data-Labeling anfallen.","Alexander Thamm","contact@alexanderthamm.com","","Impressum: vertreten durch den Geschaeftsfuehrer Alexander Thamm. Nur contact@alexanderthamm.com belegt."
"https://www.alfa-ai.com/","https://ki-verband.de/wp-content/uploads/2025/11/alfa_ai-300x300.png","Healthcare & Life Sciences","ALFA AI GmbH","https://www.alfa-ai.com/","• KI-Personal-Fitness-Coach als Mobile App
• Echtzeit-Bewegungs-/Uebungsanalyse per Computer Vision
• Dynamische Trainings- und Ernaehrungsplaene
• Loesungen fuer Golf und betriebliches Gesundheitsmanagement","Ja","Eigene Computer-Vision-Modelle zur Bewegungs-/Koerperhaltungserkennung; benoetigt annotierte Bild-/Videodaten (Pose-Estimation).","","","","Impressum/Imprint nicht abrufbar (Server liefert 0 Bytes bzw. 503); JS-Seite, keine Daten belegbar."
"http://www.allex.ai/ai","https://ki-verband.de/wp-content/uploads/2025/11/allex_projects_gmbh-300x300.png","AI Techstack","Allex Projects GmbH","http://www.allex.ai/ai","• Plattform fuer Projekt- und Ressourcenmanagement
• Single-/Multi-Project-Management, Task- und Teamplanung
• Branchenloesungen fuer Fertigung, Aerospace, R&D, Pharma
• Workflow-Optimierung und Kapazitaetsplanung","Nein","Reine Projektmanagement-SaaS ohne erkennbare eigene ML-/Datenmodelle; kein Bedarf an Data Labeling.","","","",""
"https://alpha-analytics.de/","https://ki-verband.de/wp-content/uploads/2025/11/alphapeech-300x300.png","AI Techstack","Alpha Analytics","https://alpha-analytics.de/","• Industrielle Datenanalyse und IIoT
• Beratung, Analyse und Programmierung datengetriebener Loesungen
• ML-/statistische Methoden fuer Produktions-/Qualitaetsdaten
• Auswertung komplexer Datensaetze inkl. Spektroskopiedaten","Vielleicht","Data-Analytics mit ML auf Industriedaten; Labeling moeglich bei ueberwachtem Lernen, jedoch stark prozess-/sensordatengetrieben.","Konstanze Olschewski","info@alpha-analytics.de","","Impressum: vertretungsberechtigte Geschaeftsfuehrerin Konstanze Olschewski (Trager: pegov management UG). Nur info@alpha-analytics.de belegt."
"https://alphaspeech.de/","https://ki-verband.de/wp-content/uploads/2025/11/alpha_analytics-300x300.png","AI Techstack","alphaspeech (alpha NT GmbH)","https://alphaspeech.de/","• KI-basierte Sprachloesungen fuer Unternehmen
• Spracherkennungs-Engine, Transkription und Voicebots
• Sprachbasierte Dateneingabe (Speech-to-Form)
• Cloud, On-Premises oder Embedded, Fokus Datensouveraenitaet","Ja","Eigene Spracherkennungs-/ASR-Technologie; benoetigt transkribierte und annotierte Audiodaten fuer Modelltraining.","Dr. Rico Petrick","sprich-mit-uns@alphaspeech.de; support@alphaspeech.de","","Impressum: Vertreten durch Dr. Rico Petrick (Geschaeftsfuehrer). Nur funktionale Mails belegt, kein persoenliches Muster."
"https://www.alphos-services.com/","https://ki-verband.de/wp-content/uploads/2025/11/alphos_services-300x300.png","Data & Analytics","Alphos-Services","https://www.alphos-services.com/","• Enterprise-KI-Infrastruktur-Plattform AKAIA
• KI-Assistenten, Workflows und Integrationen in einer Plattform
• Finetuning von Modellen fuer Unternehmensanwendungen
• Fokus geschaeftskritische KI-Anwendungen","Vielleicht","KI-Infrastruktur/Integration mit Finetuning-Funktion; Datenbedarf moeglich, ueberwiegend jedoch Nutzung/Anpassung bestehender Modelle.","","contact@alphos-services.com; bewerbung@alphos-services.com","","Impressum leitet auf akaia-platform.com um; kein GF-Name belegt. Mails contact@ und bewerbung@alphos-services.com gefunden."
"https://am.ai/","https://ki-verband.de/wp-content/uploads/2025/11/Logos-Website-11-300x300.png",",","Consulting","https://am.ai/","• Spezialisierte KI-Beratung und -Engineering
• Entwicklung von NLP-, Computer-Vision- und GenAI-Loesungen
• Von Strategie/Use-Cases bis produktiver Umsetzung
• 50+ Projekte, Branchen Automotive, Energie, Finanzen, Health, Logistik","Ja","Entwickelt kundenspezifische Computer-Vision- und NLP-Modelle; solche Projekte erfordern annotierte Trainingsdaten.","Dr. Juergen Stumpp","info@am.ai","","Impressum: Geschaeftsfuehrer Dr. Juergen Stumpp. Nur info@am.ai belegt."
"https://ambersearch.de/","https://ki-verband.de/wp-content/uploads/2025/11/amberoad-300x300.png",",","Customer Service","https://ambersearch.de/","• Europaeische Business-KI-Plattform fuer Unternehmensdaten
• amberSearch (Enterprise-Suche) und amberAI (firmeneigenes GPT)
• amberAgents zur Workflow-Automatisierung, amberProjects
• DSGVO-konform, EU-Hosting, ISO 27001, 400+ Unternehmen","Vielleicht","RAG-/Enterprise-Search-Plattform auf Basis bestehender LLMs; eher Nutzung/Integration, teils Finetuning moeglich.","Philipp Reissel, Bastian Maiworm, Igli Manaj","","","Impressum: Geschaeftsfuehrung Philipp Reissel, Bastian Maiworm, Igli Manaj. Keine E-Mail-Adresse im Impressum belegt."
