"elementor-widget-container href";"attachment-medium src";"elementor-heading-title";"elementor-heading-title 2";"elementor-heading-title href";"DL Beschreibung";"Data-Labeling-Bedarf";"Bedarf – Begründung"
"https://adam-ai.com/";"https://ki-verband.de/wp-content/uploads/2025/11/adam_ki-300x300.png";"AI Techstack";"Adam GmbH";"https://adam-ai.com/";"• KI-Telefonassistent zur Automatisierung eingehender Anrufe
• First-Level-Support, Anrufweiterleitung und strukturierte Datenerfassung
• Branchenübergreifend und mehrsprachig
• Basiert auf Azure OpenAI (DSGVO-konform)";"Nein";"Reiner Nutzer bestehender KI-APIs (Azure OpenAI), keine eigenen Modelle."
"https://www.adspert.net/";"https://ki-verband.de/wp-content/uploads/2025/11/adspert-300x300.png";"Sales & Marketing";"Adspert GmbH";"https://www.adspert.net/";"• KI-Software zur automatisierten PPC-/Werbeoptimierung
• Unterstützung von Amazon, eBay, Walmart, Google und Microsoft Ads
• Automatisiertes Bid-Management und Keyword-Harvesting
• Prädiktive Szenarioanalyse mit eigenen statistischen Algorithmen";"Vielleicht";"Entwickelt eigene ML-Algorithmen, aber auf tabellarischen Werbedaten mit geringem Annotationsbedarf."
"https://acceleraid.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/adtelligence-300x300.png";"Computer Software";"Adtelligence GmbH";"https://acceleraid.ai/";"• Enterprise-KI- und Datenplattform für Finanzdienstleister
• Customer Data Platform mit Echtzeit-Datenintegration
• Prediction Engine mit ML-Modellen (Churn, Next Best Action, Umsatzprognosen)
• GenAI-Assistenten und regulatorisches Reporting";"Vielleicht";"Entwickelt eigene ML-Prognosemodelle, nutzt für GenAI jedoch bestehende LLMs; Annotationsbedarf begrenzt."
"https://advisori.de/";"https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-15-300x300.png";"IT & Security";"ADVISORI FTC GmbH";"https://advisori.de/";"• Managementberatung für Digitalisierung, Informationssicherheit und Risikomanagement
• Synthara AI Studio – No-Code-Plattform für KI-Agenten mit Governance
• On-Premise-Deployment von Sprachmodellen (DeepSeek, Qwen, Llama)
• Cybersecurity- und ISMS-Beratung";"Nein";"Beratung und Deployment bestehender Frontier-Modelle, kein eigenes Training."
"https://aiconsult.group/";"https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-33-300x300.png";"Consulting";"AI CONSULT GmbH";"https://aiconsult.group/";"• Implementierung von KI-Agenten für Telefon, E-Mail und Chat
• End-to-End-Prozessautomatisierung (Auftrag, Dokumente, Onboarding, Rechnung)
• Multi-Agenten-Systeme für komplexe Workflows
• Strategische Beratung und Use-Case-Auswahl";"Nein";"Reiner Implementierungspartner mit marktreifen Lösungen, kein Modelltraining."
"https://aihealthsystems.de/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_health_systems_gmbh-300x300.png";"Healthcare & Life Sciences";"AI Health Systems GmbH";"https://aihealthsystems.de/";"• Entwicklung, Implementierung und Wartung von Softwarelösungen im Bereich digitale Gesundheit / KI in der Medizin
• Beratung im Gesundheitssektor
• Präsenz auf Digital-Health-Konferenzen (z. B. DMEA)";"Vielleicht";"Medizinische KI-Software könnte gelabelte klinische Daten benötigen; konkretes Produkt aber unklar (Website nicht verfügbar)."
"https://www.ki-marktplatz.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_marketplace_gmbh-300x300.png";"Product & Process Development";"AI Marketplace GmbH";"https://www.ki-marktplatz.com/";"• Digitale Plattform für KI-Lösungen in Engineering und Produktentwicklung
• Use-Case-Identifikation, -Bewertung und -Rollout
• KI-Assistenten für Architektur und Anforderungen
• Auswahl und Integration bestehender Foundation Models";"Vielleicht";"Plattform-/Integrationsansatz mit Prototyping; nutzt fremde Foundation Models, mögliche domänenspezifische Datenaufbereitung."
"https://www.ainetzwerk.de/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_netzwerk_dach-300x300.png";"Sonstiges";"AI Netzwerk DACH";"https://www.ainetzwerk.de/";"• Deutschsprachige Community-Plattform für KI
• Mitgliedschaft mit Zugang zu über 1.100 Mitgliedern
• Calls und Kurse zu aktuellen KI-Themen
• Netzwerken und Support rund um KI";"Nein";"Community-/Netzwerk-Anbieter ohne eigene KI-Entwicklung."
"https://ai-prosolution.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_pro_solution_ug-300x300.png";"Company Builder & Ökosystem";"ai Pro Solution UG (haftungsbeschränkt)";"https://ai-prosolution.com/";"• KI-Integrationsberatung für KMU von der Erstberatung bis zur Umsetzung
• Strategische Planung und Digitalisierung/Automatisierung von Geschäftsprozessen
• Kontinuierlicher Wissenstransfer und Schulung";"Nein";"Reine KI-Integrationsberatung für KMU ohne eigene Modellentwicklung."
"https://www.aishepherds.com/de/home-page-deutsch/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_shepherd-300x300.png";"Transport & Mobility";"AI Shepherds GmbH";"https://www.aishepherds.com/de/home-page-deutsch/";"• KI-Beratung für Automobil- und Mobilitätsunternehmen
• Fokusfelder: Vehicle Engineering, Manufacturing, Smart Quality, E-Mobility
• KI-Use-Case-Workshops und Strategieentwicklung nach Reifegraden";"Vielleicht";"KI-Beratung mit möglicher Implementierung, aber keine klar eigenen Modelle."
"https://www.aistrategyinstitute.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_strategy_institute-300x300.png";"Consulting";"AI Strategy Institute";"https://www.aistrategyinstitute.com/";"• KI-Strategieberatung und Roadmaps für Unternehmen
• KI-Schulungen und Academy-Kurse
• AI-Accelerator-Programm für KMU und Startups";"Nein";"Reine Beratung, Schulung und Marktforschung ohne eigene Modelle."
"https://aisuperior.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_superioir-300x300.png";"IT & Security";"AI Superior GmbH";"https://aisuperior.com/";"• End-to-end Entwicklung maßgeschneiderter KI-Software
• Lösungen in Computer Vision, NLP und Predictive Analytics
• LLM-Entwicklung und eigenes Produkt (AiSuperiorGPT), F&E";"Ja";"Entwickelt eigene Computer-Vision-, NLP- und LLM-Modelle."
"https://www.ai-tc.de/";"https://ki-verband.de/wp-content/uploads/2026/04/Logos-Website-3-300x300.png";"AI Techstack";"AI Techno Center GmbH";"https://www.ai-tc.de/";"• KI-Chatbots und Conversational Agents für Kundeninteraktion
• Autonome KI-Agenten und Voice-Agents zur Prozessautomatisierung
• Integration in bestehende CRM-/ERP-Systeme";"Vielleicht";"Baut KI-Agenten, aber überwiegend auf bestehenden Modellen; eigenes Finetuning unklar."
"https://aiti.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_transformation_institut-300x300.png";"Consulting";"AI Transformation Institute (SCP.AI GmbH)";"https://aiti.ai/";"• KI-Schulungen und Kurse (eLearning, Online, Präsenz)
• KI-Strategieberatung, auch für Gesundheitswesen und Vertrieb
• DFKI-Spin-Off als Brücke zwischen Forschung und Praxis";"Nein";"Reine Bildung und Strategieberatung ohne eigene Modellentwicklung."
"https://www.ai-omatic.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ai_omatic_solutions-300x300.png";",";"AI & Machine Learning";"https://www.ai-omatic.com/";"• KI-gestützte Predictive-Maintenance-Software für Maschinen
• Anomalieerkennung aus Sensor- und Prozessdaten in Echtzeit
• Retrofit-Lösungen mit Sensorik (Plug & Play)";"Ja";"Entwickelt eigene ML-Modelle zur Anomalieerkennung auf Maschinendaten."
"https://aidopt.eu/";"https://ki-verband.de/wp-content/uploads/2025/11/ai.dopt-300x300.png";"AI & Machine Learning";"ai.dopt GmbH";"https://aidopt.eu/";"• Software zur Bewertung von KI-Anwendungsfällen nach Aufwand/Nutzen
• Priorisierung, Implementierung und Monitoring von KI-Modellen
• Sicherstellung von KI-Compliance (Ruhr-Uni-Spin-Off)";"Nein";"KI-Governance- und Compliance-Software, keine eigene Modellentwicklung."
"https://aiworx.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/ai.worx_ug-300x300.png";"Consulting";"Ai.Worx UG";"https://aiworx.ai/";"• Automatisierung wiederkehrender Aufgaben für den Mittelstand
• Chatbots und Telefonassistenten für Customer Service
• Content-Erstellung (Video, Bild, Audio) und Datenanalyse-Reportings";"Vielleicht";"Integriert und passt bestehende KI-Technologien an; eigenes Training unklar."
"https://ai2connect-do.com/";"https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-19-300x300.png";"Logistics";"AI2Connect GmbH";"https://ai2connect-do.com/";"• Multi-Agenten-KI-Systeme für die Logistik
• AI2RampOptimizer: Verladeplanung per Reinforcement Learning
• AI2OrderAgent für automatisiertes Angebotsmanagement";"Ja";"Entwickelt eigene Reinforcement-Learning-Modelle und autonome Multi-Agenten-Systeme."
"https://aicentive.com/";"https://ki-verband.de/wp-content/uploads/2025/11/aicentive-300x300.png";"Consulting";"AiCentive GmbH";"https://aicentive.com/";"• Individuelle KI-Systeme und Softwareentwicklung
• RPA und Prozessautomatisierung für den Mittelstand
• Machine Learning und Integration selbstlernender Algorithmen";"Vielleicht";"Bietet individuelle ML-Entwicklung an, Umfang eigener Modelle jedoch unklar."
"https://www.aiconix.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/aiconix-300x300.png";",";"AI Techstack";"https://www.aiconix.ai/";"• KI-Analyse und Verarbeitung audiovisueller Inhalte
• Live-Transkription, Speech-to-Text und Gesichtserkennung
• DeepVA-Plattform (Computer Vision/ML) für Medien und Behörden";"Ja";"Entwickelt eigene Computer-Vision- und Spracherkennungsmodelle."
"https://www.aicx.de/";"https://ki-verband.de/wp-content/uploads/2025/11/aicx._gmbh-300x300.png";"AI Techstack";"aicx. GmbH";"https://www.aicx.de/";"• KI-Beratung und Einführung von KI-Agenten (z.B. Oskar)
• HEART-Plattform zum sicheren Betrieb in Deutschland/EU
• Integration bestehender LLMs (OpenAI, Google, Anthropic) in Workflows";"Nein";"Nutzt und integriert bestehende LLMs ohne eigene Modellentwicklung."
"https://www.aiio.de/";"https://ki-verband.de/wp-content/uploads/2025/11/aiio_gmbh-300x300.png";"AI Techstack";"aiio GmbH";"https://www.aiio.de/";"• Prozessmanagement-SaaS mit KI-Automatisierung
• Prozess-Staubsauger: Extraktion von Prozesswissen aus Dokumenten
• KI-Optimierungs-Agent (Agentic Process Intelligence)";"Vielleicht";"Setzt Agentic AI ein, baut aber wohl auf bestehenden Modellen auf."
"https://www.aimpower.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/aimpower-300x300.png";",";"Research & Education";"https://www.aimpower.ai/";"• AI-Effectiveness-Plattform zur Vorhersage von Marketingwirkung
• Spezialisierte KI-Apps für TV, Social, OOH, Verpackung u.a.
• Neurowissenschaftliche Modelle (mit Caltech co-entwickelt)";"Ja";"Entwickelt eigene neurowissenschaftliche Vorhersagemodelle."
"https://www.ainovate.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ainovate-300x300.png";"Data & Analytics";"Ainovate GmbH";"https://www.ainovate.com/";"• Data-Science- und KI-Beratung mit Strategie und Umsetzung
• Individuelle ML- und Deep-Learning-Modelle, Forecasting, Predictive Maintenance
• Eigenes Produkt 24Leads zur KI-gestützten Lead-Generierung";"Ja";"Entwickelt individuelle ML- und Deep-Learning-Modelle für Kunden."
"https://aiqube.com/";"https://ki-verband.de/wp-content/uploads/2025/11/aiqube_gmbh-300x300.png";"Consulting";"AIQube GmbH";"https://aiqube.com/";"• IT-Management-Outsourcing und CIO-as-a-Service
• KI-Strategie und digitale Transformation für den Mittelstand
• IT-Security, Compliance und Prozessautomatisierung";"Nein";"IT-Strategie- und Managementberatung, integriert nur bestehende KI."
"https://aitad.de/";"https://ki-verband.de/wp-content/uploads/2025/11/aitad-300x300.png";"Product & Process Development";"AITAD GmbH";"https://aitad.de/";"• Embedded-AI und intelligente Sensorkomponenten
• Predictive Maintenance sowie Gesten-, Sprach- und Objekterkennung
• Full-Stack-Entwicklung serienreifer dezentraler KI-Hardware";"Ja";"Entwickelt eigene Embedded-KI-Modelle inkl. Objekt- und Spracherkennung."
"https://www.aixbrain.de/";"https://ki-verband.de/wp-content/uploads/2026/03/Logos-Website-37-300x300.png";"AI Techstack";"aiXbrain GmbH";"https://www.aixbrain.de/";"• Entwicklung und Betrieb von KI-Agenten für Produktionsumgebungen
• MachineGPT für dialogbasierten Maschinenzugriff
• Dataray: domänenspezifische Modelle für Predictive Maintenance/Qualität";"Ja";"Entwickelt eigene domänenspezifische Modelle für die Industrie."
"https://www.aixioom.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/aixioom-300x300.png";",";"Consulting";"https://www.aixioom.ai/";"• KI-Lösungen und KI-Beratung für Unternehmen
• Entwicklung und Implementierung von Software und Algorithmen
• Datengetriebene mathematisch-statistische Modelle zur Prozess-/Produktverbesserung
• Kleines IT-Dienstleister-Team (Großostheim, gegr. 2021)";"Vielleicht";"Entwickelt Algorithmen und datengetriebene Modelle mit Implementierung; Labeling-Bedarf je nach Projekt moeglich, aber ueberwiegend Beratung/Softwareentwicklung."
"https://aleph-alpha.de/index.html?language=de";"https://ki-verband.de/wp-content/uploads/2025/11/aleph_alpha-300x300.png";"IT & Security";"Aleph Alpha GmbH";"https://aleph-alpha.de/index.html?language=de";"• Anbieter souveraener KI/LLMs fuer Unternehmen, Behoerden und Verteidigung
• Luminous-Sprachmodellfamilie und PhariaAI-Enterprise-Plattform
• On-Premise/EU-Rechenzentren, Fokus KRITIS und Datensouveraenitaet
• Erklaerbare, DSGVO-konforme KI made in Europe";"Ja";"Foundation-Model-/LLM-Anbieter, der eigene Sprachmodelle trainiert; hoher Bedarf an Trainings-, Annotations- und Reasoning-Daten."
"https://www.alexanderthamm.com/de/";"https://ki-verband.de/wp-content/uploads/2025/11/Logos-Website-10-300x300.png";"Consulting";"Alexander Thamm GmbH";"https://www.alexanderthamm.com/de/";"• Inhabergefuehrte Beratung fuer Daten und Kuenstliche Intelligenz
• Data Strategy, Data Lab (ML/GenAI/Agentic AI), Data Factory, Data Ops
• Ueber 500 Mitarbeiter, 3.500+ Daten-/KI-Projekte
• Fokus MLOps, KI-Governance, EU AI Act, DAX-/Mittelstandskunden";"Vielleicht";"KI-Beratung mit technischer Implementierung, ML/GenAI und Finetuning; im Rahmen von Kundenprojekten kann Data-Labeling anfallen."
"https://www.alfa-ai.com/";"https://ki-verband.de/wp-content/uploads/2025/11/alfa_ai-300x300.png";"Healthcare & Life Sciences";"ALFA AI GmbH";"https://www.alfa-ai.com/";"• KI-Personal-Fitness-Coach als Mobile App
• Echtzeit-Bewegungs-/Uebungsanalyse per Computer Vision
• Dynamische Trainings- und Ernaehrungsplaene
• Loesungen fuer Golf und betriebliches Gesundheitsmanagement";"Ja";"Eigene Computer-Vision-Modelle zur Bewegungs-/Koerperhaltungserkennung; benoetigt annotierte Bild-/Videodaten (Pose-Estimation)."
"http://www.allex.ai/ai";"https://ki-verband.de/wp-content/uploads/2025/11/allex_projects_gmbh-300x300.png";"AI Techstack";"Allex Projects GmbH";"http://www.allex.ai/ai";"• Plattform fuer Projekt- und Ressourcenmanagement
• Single-/Multi-Project-Management, Task- und Teamplanung
• Branchenloesungen fuer Fertigung, Aerospace, R&D, Pharma
• Workflow-Optimierung und Kapazitaetsplanung";"Nein";"Reine Projektmanagement-SaaS ohne erkennbare eigene ML-/Datenmodelle; kein Bedarf an Data Labeling."
"https://alpha-analytics.de/";"https://ki-verband.de/wp-content/uploads/2025/11/alphapeech-300x300.png";"AI Techstack";"Alpha Analytics";"https://alpha-analytics.de/";"• Industrielle Datenanalyse und IIoT
• Beratung, Analyse und Programmierung datengetriebener Loesungen
• ML-/statistische Methoden fuer Produktions-/Qualitaetsdaten
• Auswertung komplexer Datensaetze inkl. Spektroskopiedaten";"Vielleicht";"Data-Analytics mit ML auf Industriedaten; Labeling moeglich bei ueberwachtem Lernen, jedoch stark prozess-/sensordatengetrieben."
"https://alphaspeech.de/";"https://ki-verband.de/wp-content/uploads/2025/11/alpha_analytics-300x300.png";"AI Techstack";"alphaspeech (alpha NT GmbH)";"https://alphaspeech.de/";"• KI-basierte Sprachloesungen fuer Unternehmen
• Spracherkennungs-Engine, Transkription und Voicebots
• Sprachbasierte Dateneingabe (Speech-to-Form)
• Cloud, On-Premises oder Embedded, Fokus Datensouveraenitaet";"Ja";"Eigene Spracherkennungs-/ASR-Technologie; benoetigt transkribierte und annotierte Audiodaten fuer Modelltraining."
"https://www.alphos-services.com/";"https://ki-verband.de/wp-content/uploads/2025/11/alphos_services-300x300.png";"Data & Analytics";"Alphos-Services";"https://www.alphos-services.com/";"• Enterprise-KI-Infrastruktur-Plattform AKAIA
• KI-Assistenten, Workflows und Integrationen in einer Plattform
• Finetuning von Modellen fuer Unternehmensanwendungen
• Fokus geschaeftskritische KI-Anwendungen";"Vielleicht";"KI-Infrastruktur/Integration mit Finetuning-Funktion; Datenbedarf moeglich, ueberwiegend jedoch Nutzung/Anpassung bestehender Modelle."
"https://am.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/Logos-Website-11-300x300.png";",";"Consulting";"https://am.ai/";"• Spezialisierte KI-Beratung und -Engineering
• Entwicklung von NLP-, Computer-Vision- und GenAI-Loesungen
• Von Strategie/Use-Cases bis produktiver Umsetzung
• 50+ Projekte, Branchen Automotive, Energie, Finanzen, Health, Logistik";"Ja";"Entwickelt kundenspezifische Computer-Vision- und NLP-Modelle; solche Projekte erfordern annotierte Trainingsdaten."
"https://ambersearch.de/";"https://ki-verband.de/wp-content/uploads/2025/11/amberoad-300x300.png";",";"Customer Service";"https://ambersearch.de/";"• Europaeische Business-KI-Plattform fuer Unternehmensdaten
• amberSearch (Enterprise-Suche) und amberAI (firmeneigenes GPT)
• amberAgents zur Workflow-Automatisierung, amberProjects
• DSGVO-konform, EU-Hosting, ISO 27001, 400+ Unternehmen";"Vielleicht";"RAG-/Enterprise-Search-Plattform auf Basis bestehender LLMs; eher Nutzung/Integration, teils Finetuning moeglich."
"https://www.ambrosys.de/";"https://ki-verband.de/wp-content/uploads/2025/11/ambrosys-300x300.png";"Research & Education";"Ambrosys GmbH";"https://www.ambrosys.de/";"• Loesungen fuer komplexe Systeme mit KI und Algorithmen
• Advanced AI Engineering, Datenplattformen und Apps
• Virtuelle Umgebungen, Automatisierung und Optimierung
• Fokusbranchen Energie und Mobilitaet";"Vielleicht";"Anspruchsvolle KI-/Algorithmen-Entwicklung; teils physik-/optimierungsbasiert, Labeling-Bedarf projektabhaengig."
"https://www.ameria.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ameria_ag-300x300.png";"IT & Security";"AMERIA AG";"https://www.ameria.com/";"• Deep-Tech fuer KI-gesteuerte Mensch-Maschine-Interaktion
• MAVERICKAI-Geraet mit lokaler KI und touchfreier Steuerung
• STARKIT SRD (mit Sony) fuer 3D ohne VR-Brille
• Touchfree-Screens und AV-Experience-Loesungen";"Ja";"Touchfreie Gestensteuerung basiert auf eigenen Computer-Vision-Modellen; erfordert annotierte Bild-/Gestendaten."
"https://www.amexis.io/";"https://ki-verband.de/wp-content/uploads/2025/11/amexis-300x300.png";"Manufacturing";"AMEXIS GmbH";"https://www.amexis.io/";"• KI-Loesungen fuer die Produktionsfeinplanung
• Selbstoptimierendes Planungssystem als digitaler Assistent
• Engpass-Prognose, Risikokennzeichnung, Szenarienberechnung
• Ziel Liefertermintreue und Kostenreduktion";"Vielleicht";"KI zur Produktionsplanung (Optimierung/Prognose auf Prozessdaten); weniger klassisches Annotation, aber ML-Datenbedarf moeglich."
"https://amidiro.com/";"https://ki-verband.de/wp-content/uploads/2025/11/amidiro_gmbh-300x300.png";"Computer Software";"amidiro GmbH";"https://amidiro.com/";"• Beratung fuer innovative digitale Geschaeftsmodelle
• KI-Strategie als One-Page-Strategy und Umsetzungsplaene
• Entwurf machbarer KI-Use-Cases und Prototypen
• Whitepaper und Expertenbegleitung";"Nein";"Reine KI-Strategie- und Innovationsberatung ohne eigene produktive ML-Modelle; kein Bedarf an Data Labeling."
"https://www.ankercloud.com/";"https://ki-verband.de/wp-content/uploads/2025/11/ankercloud_gmbh.png";",";"AI Techstack";"https://www.ankercloud.com/";"• Cloud-Technologie-Services und digitale Transformation
• Cloud-Migration, KI/ML, Data Engineering und Analytics
• Cloud-Security, Compliance, IoT-/Automatisierungsloesungen
• Partner von AWS, Google Cloud, Azure, STACKIT, OpenAI";"Vielleicht";"Cloud-/ML-Dienstleister mit Data Engineering und ML-Implementierung fuer Kunden; Labeling-Bedarf projektabhaengig."
"https://aonic.de/";"https://ki-verband.de/wp-content/uploads/2025/11/aonic_gmbh-300x297.png";"IT & Security";"AONIC GmbH";"https://aonic.de/";"• AI-First Management- und Technologieberatung
• Digitale Transformation, Data & AI, Customer Experience
• Entwicklung komplexer Multi-Agenten-Systeme
• Schwerpunkte SharePoint, Cyber Security, KI";"Vielleicht";"KI-Beratung mit Implementierung und Multi-Agenten-Systemen; ueberwiegend Integration bestehender Modelle, Labeling projektabhaengig."
"https://www.app-logik.de/";"https://ki-verband.de/wp-content/uploads/2025/11/app_logik_gmbh-300x300.png";"Data & Analytics";"App Logik GmbH";"https://www.app-logik.de/";"• Individuelle Software-, Web- und App-Entwicklung
• Strategie/Beratung, Konzeption bis Wartung
• Technologien u.a. Flutter, React, Symfony, Django, Kubernetes, TensorFlow
• Digitalagentur in Krefeld";"Vielleicht";"Softwareagentur mit ML-Technologien (TensorFlow); eigene Modellprojekte moeglich, aber Kerngeschaeft ist App-/Softwareentwicklung."
"https://www.getventa.ai/";"https://ki-verband.de/wp-content/uploads/2025/11/april.eleven_gmbh-300x300.png";"Sales & Marketing";"april.eleven GmbH";"https://www.getventa.ai/";"• KI-Vertriebsmitarbeiter (AI Sales Employee) fuer Europa
• Automatisierte, DSGVO-konforme Kaltakquise und Multichannel-Outreach
• Firmen-/Kontaktrecherche und Datenanreicherung nach Kriterien
• Muenchner Startup, Y Combinator S23";"Vielleicht";"KI-Anwendung auf LLM-Basis fuer Sales-Automatisierung; ueberwiegend Nutzung bestehender Modelle, evtl. Finetuning fuer DE-Markt."
